_id,place_id,image_id,version,image_index
1029,5,production/5_2,1418487219,0
1030,5,production/5_4,1418487363,1
1031,5,production/5_1,1418487302,2
1032,5,production/5_5,1418487207,3
1033,5,production/5_3,1418487268,4
1034,49,production/49_1,1418674685,0
1035,5015,production/5015_1,1422370232,0
1036,5029,production/5029_1,1418124467,0
1037,5037,production/5037_1,1417708454,0
1038,5036,production/5036_1,1417708033,0
1039,5048,production/5048_1,1418124503,0
1040,5045,production/5045_1,1417707899,0
1041,5051,production/5051_1,1417788629,0
1042,5053,production/5053_3,1421861420,0
1043,5053,production/5053_1,1421861422,1
1044,5053,production/5053_2,1421861433,2
1045,5059,production/5059_1,1429694842,0
1046,5055,production/5055_1,1418678978,0
1047,5060,production/5060_1,1418679046,0
1048,5062,production/5062_1,1421191019,0
1049,5063,production/5063_1,1422376778,0
1050,5067,production/5067_1,1438590139,0
1051,5067,production/5067_4,1417788987,1
1052,5067,production/5067_3,1417788974,2
1053,5067,production/5067_2,1417788595,3
1054,5070,production/5070_1,1419001679,0
1055,5072,production/5072_1,1421189986,0
1056,5073,production/5073_1,1422390785,0
1057,5078,production/5078_3,1418485724,0
1058,5078,production/5078_2,1418485736,1
1059,5078,production/5078_1,1418485789,2
1060,5082,production/5082_1,1546435677,0
1061,5090,production/5090_1,1418679071,0
1062,5091,production/5091_1,1418679070,0
1063,5095,production/5095_1,1450196878,0
1064,5098,production/5098_1,1427102798,0
1065,5098,production/5098_2,1422897707,1
1066,51,production/51_1,1422282208,0
1067,51,production/51_2,1422282204,1
1068,5100,production/5100_1,1422393000,0
1069,5103,production/5103_1,1422370524,0
1070,5105,production/5105_3,1417788935,0
1071,5105,production/5105_1,1417788989,1
1072,5105,production/5105_2,1417789002,2
1073,5105,production/5105_12,1422360006,3
1074,5106,production/5106_1,1422438796,0
1075,5107,production/5107_1,1418679040,0
1076,5107,production/5107_3,1418679078,1
1077,5107,production/5107_2,1418679096,2
1078,5109,production/5109_1,1418679144,0
1079,5116,production/5116_2,1455275842,0
1080,5116,production/5116_1,1455275810,1
1081,5131,production/5131_1,1422226720,0
1082,5125,production/5125_1,1421859329,0
1083,5132,production/5132_1,1418485747,0
1084,5133,production/5133_1,1417788960,0
1085,5141,production/5141_1,1418485846,0
1086,5147,production/5147_1,1418993560,0
1087,5148,production/5148_1,1418485845,0
1088,5159,production/5159_1,1427382783,0
1089,5160,production/5160_1,1427384203,0
1090,5162,production/5162_1,1418488686,0
1091,5177,production/5177_1,1418679200,0
1092,52,production/52_1,1548153381,0
1093,52,production/52_2,1548091944,1
1094,52,production/52_3,1548091939,2
1095,52,production/52_4,1548091939,3
1096,5202,production/5202_1,1454079996,0
1097,5203,production/5203_1,1439559089,0
1098,5201,production/5201_1,1454079962,0
1099,5204,production/5204_1,1418485781,0
1100,5204,production/5204_3,1418485816,1
1101,5204,production/5204_2,1418485856,2
1102,5215,production/5215_2,1418488625,0
1103,5215,production/5215_1,1418488638,1
1104,5215,production/5215_3,1418488647,2
1105,5215,production/5215_4,1418488669,3
1106,5215,production/5215_5,1418488680,4
1107,5216,production/5216_1,1418488702,0
1108,5220,production/5220,1433945066,0
1109,5231,production/5231_1,1427383311,0
1110,5233,production/5233_1,1418390662,0
1111,5253,production/5253_2,1421770600,0
1112,5253,production/5253_1,1421770696,1
1113,5234,production/5234_1,1418390784,0
1114,5284,production/5284_10,1649160415,0
1115,5284,production/5284_9,1649160415,1
1116,5284,production/5284_8,1649160415,2
1117,5284,production/5284_7,1649160413,3
1118,5284,production/5284_6,1649160411,4
1119,5284,5284_1,1648721267,5
1120,5284,5284_3,1648721266,6
1121,5284,5284_5,1648721265,7
1122,5284,5284_4,1648721265,8
1123,5284,5284_2,1648721254,9
1124,5287,production/5287_1,1422226851,0
1125,5283,production/5283_1,1450197355,0
1126,5290,production/5290_1,1427099027,0
1127,5292,production/5292_1,1418679121,0
1128,5289,production/5289_1,1422371051,0
1129,5322,production/5322_4,1523967152,0
1130,5322,production/5322_3,1523967149,1
1131,5322,production/5322_1,1523967147,2
1132,5322,production/5322_5,1427115815,3
1133,5326,production/5326_1,1422226974,0
1134,5306,production/5306_1,1422226847,0
1135,5327,production/5327_1,1426531620,0
1136,5330,production/5330_1,1422226819,0
1137,5361,production/5361_1,1421859276,0
1138,5371,production/5371_1,1422227397,0
1139,5351,production/5351_1,1421700625,0
1140,5389,production/5389_3,1418485932,0
1141,5389,production/5389_2,1418485907,1
1142,5389,production/5389_1,1418485893,2
1143,54,production/54_3,1418676794,0
1144,54,production/54_1,1418676786,1
1145,54,production/54_2,1418676775,2
1146,54,production/54_4,1418676772,3
1147,54,production/54_5,1418676749,4
1148,5404,production/5404_1,1421187614,0
1149,5402,production/5402_1,1427382271,0
1150,5410,production/5410_,1417789743,0
1151,5410,production/5410_1,1421763094,1
1152,5409,production/5409_1,1427385078,0
1153,5414,production/5414_1,1426532683,0
1154,5423,production/5423_1,1422228667,0
1155,5423,production/5423_2,1422227510,1
1156,5423,production/5423_3,1422228770,2
1157,5425,production/5425_1,1427099978,0
1158,543,production/543_1,1417708455,0
1159,5432,production/5432_1,1450197297,0
1160,5444,production/5444_1,1418679271,0
1161,5445,production/5445_2,1418485932,0
1162,5445,production/5445_1,1418485956,1
1163,5445,production/5445_3,1418485966,2
1164,55,production/55_1,1418386755,0
1165,55,production/55_3,1418386767,1
1166,55,production/55_4,1418386774,2
1167,55,production/55_5,1418386801,3
1168,55,production/55_2,1418386807,4
1169,559,production/559_1,1417708164,0
1170,56,production/56_1,1427102482,0
1171,57,production/57_5,1441366908,0
1172,57,production/57_6,1441366902,1
1173,57,production/57_4,1441366892,2
1174,57,production/57_3,1441366886,3
1175,57,production/57_2,1441366881,4
1176,57,production/57_1,1441366857,5
1177,6,production/6_1,1418481097,0
1178,6,production/6_2,1418481195,1
1179,6,production/6_3,1418481205,2
1180,59,production/59_1,1421186966,0
1181,60,production/60_1,1441370445,0
1182,6004,production/6004_2,1450265676,0
1183,6004,production/6004_3,1450265666,1
1184,6004,production/6004_4,1450265667,2
1185,6004,production/6004_1,1450196832,3
1186,6006,production/6006_1,1462542678,0
1187,6011,production/6011_1,1417789728,0
1188,6011,production/6011_2,1417789698,1
1189,6011,production/6011_3,1417789669,2
1190,6010,production/6010_1,1437044749,0
1191,6012,production/6012_1,1421763576,0
1192,6014,production/6014_1,1421763561,0
1193,6017,production/6017_1,1417789673,0
1194,6018,production/6018_1,1454077849,0
1195,6015,production/6015_1,1417789813,0
1196,6015,production/6015_3,1417789665,1
1197,6049,production/6049_2,1549897460,0
1198,6049,production/6049_1,1549897460,1
1199,6049,production/6049_3,1549897459,2
1200,6054,production/6054_1,1422228970,0
1201,6056,production/6056_1,1418486009,0
1202,6055,production/6055_1,1418486007,0
1203,6057,production/6057_1,1418485996,0
1204,6058,production/6058_1,1418485989,0
1205,6059,production/6059_1,1450197271,0
1206,6060,production/6060_1,1427102628,0
1207,6061,production/6061_1,1422446684,0
1208,6062,production/6062_2,1418486027,0
1209,6062,production/6062_1,1418485998,1
1210,6062,production/6062_3,1418486032,2
1211,6063,production/6063_1,1450197243,0
1212,6064,production/6064_1,1422228987,0
1213,6064,production/6064_2,1422229496,1
1214,6065,production/6065_1,1418486033,0
1215,6065,production/6065_3,1418486043,1
1216,6067,production/6067_1,1450197213,0
1217,6071,production/6071_1,1436967982,0
1218,6072,production/6072_1,1427102636,0
1219,6074,production/6074_2,1436967981,0
1220,6074,production/6074_1,1436967981,1
1221,6075,production/6075_1,1418486161,0
1222,6080,production/6080_1,1421860996,0
1223,6080,production/6080_2,1421860998,1
1224,6081,production/6081_1,1422229309,0
1225,6083,production/6083_1,1422265107,0
1226,6090,production/6090_1,1422264997,0
1227,6091,production/6091_1,1422264875,0
1228,6094,production/6094_1,1417789777,0
1229,6095,production/6095_1,1417789685,0
1230,6096,production/6096_1,1417789733,0
1231,6096,production/6096_2,1417790027,1
1232,6096,production/6096_3,1417790031,2
1233,6097,production/6097_1,1523968725,0
1234,6097,production/6097_2,1523968725,1
1235,6097,production/6097_3,1523968719,2
1236,6097,production/6097_4,1426534963,3
1237,6098,production/6098_3,1523969142,0
1238,6098,production/6098_1,1422391413,1
1239,6099,production/6099_5,1523874214,0
1240,6099,production/6099_4,1523874214,1
1241,61,production/61_5,1418386911,0
1242,61,production/61_4,1418386850,1
1243,61,production/61_3,1418386845,2
1244,61,production/61_2,1418386839,3
1245,61,production/61_1,1418386815,4
1246,6100,production/6100_1,1418679267,0
1247,6101,production/6101_1,1418679232,0
1248,6102,production/6102_1,1418679250,0
1249,6103,production/6103_1,1418679288,0
1250,6104,production/6104_1,1418390780,0
1251,6105,production/6105_1,1418679293,0
1252,6106,production/6106_1,1422392080,0
1253,6107,production/6107_1,1422392085,0
1254,6108,production/6108_1,1422392190,0
1255,6109,production/6109_1,1422391562,0
1256,611,production/611_1,1417788772,0
1257,611,production/611_2,1417788854,1
1258,6110,production/6110_1,1427112398,0
1259,6110,production/6110_2,1422878826,1
1260,6111,production/6111_1,1418679285,0
1261,6112,production/6112_1,1422392330,0
1262,6113,production/6113_1,1427098935,0
1263,6114,production/6114_1,1418124637,0
1264,6115,production/6115_1,1418124708,0
1265,6117,production/6117_1,1418124726,0
1266,6118,production/6118_1,1427103415,0
1267,6119,production/6119_1,1421772623,0
1268,6120,production/6120_1,1421770506,0
1269,6121,production/6121_1,1421860289,0
1270,6122,production/6122_1,1421859686,0
1271,6123,production/6123_1,1418486196,0
1272,6124,production/6124_1,1422229148,0
1273,6125,production/6125_1,1421833942,0
1274,6126,production/6126_1,1421846610,0
1275,6127,production/6127_1,1421833742,0
1276,6130,production/6130_1,1427100351,0
1277,6131,production/6131_1,1418486133,0
1278,6132,production/6132_,1418486144,0
1279,6132,production/6132_1,1421771155,1
1280,6133,production/6133_4,1523962742,0
1281,6133,production/6133_3,1523962740,1
1282,6133,production/6133_2,1523962739,2
1283,6133,production/6133_1,1427100082,3
1284,6134,production/6134_1,1523963202,0
1285,6134,production/6134_2,1523963200,1
1286,6134,production/6134_3,1418679289,2
1287,6142,production/6142_2,1523883602,0
1288,6142,production/6142_1,1523883600,1
1289,6142,production/6142_3,1441662673,2
1290,6143,production/6143_1,1546433385,0
1291,6140,production/6140_3,1436360335,0
1292,6140,production/6140_1,1422229653,1
1293,6140,production/6140_2,1422229691,2
1294,6144,production/6144_1,1417790033,0
1295,6146,production/6146_1,1487862585,0
1296,6148,production/6148_1,1454079926,0
1297,6150,production/6150_1,1487862582,0
1298,6157,production/6157_1,1546436091,0
1299,6171,production/6171_1,1450196984,0
1300,6158,production/6158_1,1422229447,0
1301,6188,production/6188_1,1441370606,0
1302,6190,production/6190_1,1578932712,0
1303,6192,production/6192_3,1523876382,0
1304,6192,production/6192_2,1523876380,1
1305,6192,production/6192_1,1439583570,2
1306,6193,production/6193_1,1418122654,0
1307,6199,production/6199_1,1450197175,0
1308,6199,production/6199_2,1450197122,1
1309,6196,production/6196_1,1441370574,0
1310,62,production/62_2,1418386865,0
1311,62,production/62_3,1418386869,1
1312,62,production/62_5,1418386875,2
1313,62,production/62_1,1418386889,3
1314,62,production/62_4,1418386904,4
1315,6204,production/6204_1,1421185222,0
1316,6206,production/6206_2,1422391034,0
1317,6206,production/6206_1,1422391035,1
1318,6205,production/6205_1,1450197089,0
1319,6207,production/6207_1,1457106881,0
1320,6208,production/6208_1,1436172913,0
1321,6209,production/6209_4,1437389298,0
1322,6209,production/6209_2,1437389299,1
1323,6209,production/6209_1,1437389299,2
1324,6210,production/6210_1,1456497530,0
1325,6211,production/6211_8,1505403088,0
1326,6211,production/6211_7,1505403096,1
1327,6211,production/6211_6,1505403090,2
1328,6211,production/6211_5,1505403103,3
1329,6211,production/6211_4,1505403089,4
1330,6211,production/6211_3,1505403110,5
1331,6211,production/6211_2,1505403089,6
1332,6211,production/6211_1,1505403079,7
1333,6212,production/6212_1,1546436032,0
1334,6213,production/6213_1,1454078335,0
1335,6215,production/6215_1,1546434627,0
1336,6217,production/6217_1,1546435750,0
1337,6218,production/6218_1,1546435563,0
1338,6219,production/6219_1,1546435863,0
1339,6220,production/6220_1,1490370262,0
1340,6222,production/6222_1,1523968052,0
1341,6222,production/6222_2,1523968043,1
1342,6222,production/6222_3,1523968044,2
1343,6223,production/6223_1,1523968366,0
1344,6223,production/6223_2,1523968363,1
1345,6225,production/6225_1,1546433700,0
1346,6224,production/6224_2,1523876790,0
1347,6224,production/6224_1,1523876790,1
1348,6227,production/6227_1,1546435107,0
1349,6226,production/6226_1,1540395202,0
1350,6228,production/6228_1,1546435040,0
1351,6230,production/6230_1,1546434675,0
1352,6231,production/6231_1,1454080639,0
1353,6229,production/6229_1,1546435212,0
1354,6232,production/6232_1,1546433582,0
1355,6235,production/6235_1,1546434977,0
1356,6236,production/6236_1,1546433535,0
1357,6245,production/6245_1,1523880336,0
1358,6245,production/6245_2,1493279071,1
1359,6248,production/6248_3,1503323486,0
1360,6248,production/6248_2,1503323486,1
1361,6248,production/6248_1,1503323483,2
1362,6249,production/6249_2,1505407432,0
1363,6249,production/6249_3,1505407429,1
1364,6249,production/6249_1,1418679195,2
1365,63,production/63_1,1418386891,0
1366,64,production/64_1,1418482731,0
1367,64,production/64_2,1418482762,1
1368,64,production/64_3,1418482762,2
1369,65,production/65_1,1418676882,0
1370,655,production/655_1,1454077880,0
1371,653,production/653_2,1418681620,0
1372,653,production/653_1,1418681624,1
1373,653,production/653_3,1418681644,2
1374,656,production/656_1,1418390678,0
1375,656,production/656_5,1418390693,1
1376,656,production/656_4,1418390706,2
1377,656,production/656_3,1418391897,3
1378,657,production/657_1,1523879267,0
1379,657,production/657_2,1523879265,1
1380,67,production/67_3,1417707932,0
1381,67,production/67_5,1417708056,1
1382,67,production/67_4,1417708236,2
1383,67,production/67_2,1417708287,3
1384,67,production/67_1,1417708451,4
1385,68,production/68_9,1649159887,0
1386,68,production/68_10,1649159887,1
1387,68,production/68_8,1649159885,2
1388,68,production/68_7,1649159885,3
1389,68,production/68_1,1648638618,4
1390,68,production/68_2,1499683713,5
1391,68,production/68_4,1499683707,6
1392,68,production/68_6,1418677016,7
1393,68,production/68_3,1418676978,8
1394,68,production/68_5,1418676864,9
1395,69,production/69_1,1417787750,0
1396,69,production/69_3,1417787772,1
1397,69,production/69_2,1417787836,2
1398,7,production/7_1,1457107888,0
1399,70,production/70_4,1417707950,0
1400,70,production/70_3,1417708018,1
1401,70,production/70_1,1417708098,2
1402,70,production/70_2,1417708104,3
1403,70,production/70_5,1417708427,4
1404,71,production/71_3,1497882181,0
1405,71,production/71_4,1497882180,1
1406,71,production/71_5,1418386762,2
1407,71,production/71_2,1418386921,3
1408,71,production/71_1,1418386964,4
1409,72,production/72_4,1511885859,0
1410,72,production/72_6,1511885856,1
1411,72,production/72_7,1511885832,2
1412,72,production/72_1,1497882532,3
1413,72,production/72_3,1418482860,4
1414,72,production/72_2,1418482880,5
1415,72,production/72_5,1418482818,6
1416,74,production/74_2,1573045139,0
1417,74,production/74_1,1573045139,1
1418,74,production/74_3,1573045138,2
1419,73,production/73_4,1418482942,0
1420,73,production/73_3,1418482873,1
1421,73,production/73_2,1418482921,2
1422,73,production/73_1,1422224591,3
1423,75,production/75_2,1418490676,0
1424,75,production/75_1,1418490681,1
1425,75,production/75_3,1418490718,2
1426,76,production/76_5,1417788193,0
1427,76,production/76_1,1417787874,1
1428,76,production/76_4,1417787756,2
1429,76,production/76_2,1417787755,3
1430,76,production/76_3,1417787746,4
1431,78,production/78_1,1417788091,0
1432,794,production/794_1,1418681624,0
1433,79,production/79_1,1493723111,0
1434,79,production/79_4,1432291435,1
1435,79,production/79_3,1432291372,2
1436,79,production/79_2,1432291419,3
1437,79,production/79_5,1432291415,4
1438,81,production/81_1,1418483106,0
1439,81,production/81_2,1418483148,1
1440,81,production/81_3,1418483186,2
1441,80,production/80_4,1418483139,0
1442,80,production/80_5,1418483071,1
1443,80,production/80_3,1418483123,2
1444,80,production/80_2,1418483091,3
1445,80,production/80_1,1418483137,4
1446,82,production/82_5,1445334439,0
1447,82,production/82_4,1445334423,1
1448,82,production/82_3,1445334411,2
1449,82,production/82_2,1445334399,3
1450,82,production/82_1,1421859500,4
1451,82,production/82_6,1418483250,5
1452,83,production/83_5,1421757679,0
1453,83,production/83_1,1421757669,1
1454,83,production/83_3,1421757665,2
1455,83,production/83_2,1421757650,3
1456,83,production/83_4,1418387127,4
1457,84,production/84_1,1432636937,0
1458,84,production/84_2,1418677065,1
1459,85,production/85_1,1418677045,0
1460,85,production/85_2,1418677065,1
1461,85,production/85_3,1418677187,2
1462,86,production/86_1,1416577737,0
1463,87,production/87_1,1421760133,0
1464,87,production/87_4,1417788123,1
1465,87,production/87_3,1417788105,2
1466,87,production/87_2,1417788093,3
1467,89,production/89_1,1417788084,0
1468,89,production/89_2,1417788137,1
1469,89,production/89_3,1417788139,2
1470,9,production/9_2,1415363271,0
1471,9,production/9_3,1416577703,1
1472,9,production/9_4,1416577680,2
1473,9,production/9_1,1416577764,3
1474,9,production/9_6,1415363392,4
1475,9,production/9_5,1416577817,5
1476,90,production/90_2,1421758383,0
1477,90,production/90_1,1421758359,1
1478,90,production/90_5,1418387171,2
1479,90,production/90_3,1418387161,3
1480,90,production/90_4,1418387146,4
1481,90002,production/90002_1,1546434771,0
1482,90006,production/90006_1,1527610657,0
1483,90005,production/90005_1,1490118964,0
1484,90008,production/90008_3,1559645430,0
1485,90008,production/90008_2,1559645418,1
1486,90008,production/90008_4,1559645422,2
1487,90008,production/90008_5,1559645422,3
1488,90008,production/90008_1,1559645420,4
1489,91,production/91_1,1418677118,0
1490,91,production/91_2,1418677139,1
1491,91,production/91_3,1418677140,2
1492,92,production/92_5,1418677286,0
1493,92,production/92_3,1418677258,1
1494,92,production/92_4,1418677226,2
1495,92,production/92_2,1418677217,3
1496,92,production/92_1,1418677203,4
1497,93,production/93_1,1418677266,0
1498,93,production/93_3,1418677339,1
1499,93,production/93_2,1418677341,2
1500,94,production/94_4,1430471315,0
1501,94,production/94_2,1430471313,1
1502,94,production/94_3,1418677372,2
1503,94,production/94_5,1418677364,3
1504,94,production/94_1,1418677309,4
1505,95,production/95_1,1418677387,0
1506,95,production/95_2,1418677396,1
1507,95,production/95_3,1418677425,2
1508,97,production/97_1,1418677518,0
1509,97,production/97_2,1418677576,1
1510,97,production/97_3,1418677581,2
1511,96,production/96_5,1418677504,0
1512,96,production/96_4,1418677499,1
1513,96,production/96_3,1418677492,2
1514,96,production/96_1,1418677488,3
1515,96,production/96_2,1418677461,4
1516,98,production/98_3,1418490884,0
1517,98,production/98_2,1418490816,1
1518,98,production/98_1,1418490694,2
1519,99,production/99_3,1418387280,0
1520,99,production/99_5,1418387278,1
1521,99,production/99_4,1418387195,2
1522,99,production/99_2,1418387166,3
1523,99,production/99_1,1418387162,4
